student_id,attendance_risk_component,assessment_performance_risk,trend_risk,gpa_risk,study_behavior_risk,recent_performance_risk,risk_score,risk_level
STU105519,45.45,48.49,15.88,66.5,100.0,38.05,48.17,MODERATE
STU105520,25.51,44.9,55.34,37.0,67.35,38.4,43.52,MODERATE
STU105521,19.02,37.56,59.75,39.75,71.05,29.7,41.18,MODERATE
STU105522,18.55,28.24,59.19,36.75,81.62,27.13,39.0,MODERATE
STU105523,0.0,2.18,49.51,12.75,46.1,0.0,16.97,LOW
STU105524,35.68,33.79,59.04,32.0,65.62,38.65,42.62,MODERATE
STU105525,21.48,17.07,50.94,38.5,26.48,19.23,29.1,LOW
STU105526,0.0,5.92,53.89,19.25,42.95,3.54,19.79,LOW
STU105527,14.22,16.06,47.95,29.5,46.8,7.78,26.33,LOW
STU105528,21.65,37.37,72.81,41.75,100.0,44.28,48.92,MODERATE
STU105529,35.73,43.78,63.44,47.75,77.1,40.36,49.69,MODERATE
STU105530,10.96,20.33,46.05,15.25,64.92,20.6,27.32,LOW
STU105531,0.0,13.05,44.0,16.25,42.75,14.63,20.24,LOW
STU105532,9.87,21.24,50.71,37.0,53.32,14.23,29.73,LOW
STU105533,13.34,13.5,50.79,23.25,64.75,0.0,26.16,LOW
STU105534,0.0,1.7,45.75,8.0,0.0,0.0,10.78,LOW
STU105535,21.65,16.18,49.96,22.5,57.5,27.57,30.25,MODERATE
STU105536,33.29,43.09,51.1,60.5,71.43,53.04,49.17,MODERATE
STU105537,30.85,25.14,54.86,38.5,43.08,29.13,36.42,MODERATE
STU105538,6.89,18.17,45.28,6.25,38.28,6.45,20.39,LOW
STU105539,30.26,30.84,42.89,39.0,81.58,33.59,39.71,MODERATE
STU105540,3.74,12.5,42.48,28.0,62.4,11.22,23.93,LOW
STU105541,16.92,28.85,47.02,41.25,86.48,12.18,36.05,MODERATE
STU105542,17.38,26.06,35.65,52.75,61.62,19.76,33.17,MODERATE
STU105543,10.52,35.58,52.06,42.5,46.8,31.75,35.64,MODERATE
STU105544,13.72,28.16,56.24,21.0,77.75,39.51,35.91,MODERATE
STU105545,21.28,25.12,34.36,45.25,69.62,19.67,33.12,MODERATE
STU105546,41.99,42.78,51.4,70.25,63.45,40.32,50.29,MODERATE
STU105547,24.28,31.47,61.08,48.75,71.3,26.07,41.99,MODERATE
STU105548,31.16,45.15,54.44,44.75,92.18,52.92,49.63,MODERATE
STU105549,36.76,40.1,31.0,27.75,63.75,33.55,37.47,MODERATE
STU105550,26.45,39.93,50.96,43.5,80.27,31.9,43.21,MODERATE
STU105551,19.52,25.59,55.46,36.0,81.27,32.18,38.14,MODERATE
STU105552,5.4,11.32,44.01,25.0,64.15,17.38,24.62,LOW
STU105553,6.48,18.47,30.7,14.75,28.38,13.2,18.42,LOW
STU105554,34.81,47.55,56.95,56.0,77.42,47.71,51.15,MODERATE
STU105555,41.78,32.82,60.58,37.5,45.68,20.58,40.93,MODERATE
STU105556,52.43,30.11,53.24,52.25,95.57,28.87,48.94,MODERATE
STU105557,19.27,28.93,30.34,52.75,65.4,29.59,34.57,MODERATE
STU105558,33.86,14.01,61.8,20.75,54.9,28.87,34.12,MODERATE
STU105559,5.22,17.63,66.34,17.75,54.45,24.96,29.32,LOW
STU105560,8.45,27.73,49.51,49.0,52.77,35.67,34.72,MODERATE
STU105561,0.0,16.3,64.69,33.5,57.55,18.5,29.64,LOW
STU105562,20.81,25.81,37.04,42.75,43.48,23.31,31.11,MODERATE
STU105563,21.29,34.68,49.24,33.75,60.18,28.16,36.67,MODERATE
STU105564,9.84,16.89,63.82,33.25,51.58,17.2,30.82,MODERATE
STU105565,22.9,25.08,47.85,22.75,47.22,26.54,31.21,MODERATE
STU105566,22.33,36.77,50.6,45.75,74.15,30.05,41.06,MODERATE
STU105567,6.33,24.33,46.78,32.25,78.35,26.07,31.98,MODERATE
STU105568,20.02,29.87,53.39,36.75,79.3,18.29,37.42,MODERATE
STU105569,50.13,38.8,43.56,60.25,94.88,41.65,51.13,MODERATE
STU105570,10.8,21.4,47.54,32.25,60.3,19.77,29.86,LOW
STU105571,27.15,48.14,48.26,50.75,73.82,43.72,46.48,MODERATE
STU105572,8.73,27.49,64.1,31.5,50.58,28.68,34.09,MODERATE
STU105573,32.21,46.44,59.63,58.5,92.52,46.72,52.68,MODERATE
STU105574,43.37,34.17,61.18,50.25,85.25,34.14,48.93,MODERATE
STU105575,24.02,30.38,44.22,26.5,59.58,24.53,33.63,MODERATE
STU105576,2.41,24.14,54.59,26.25,42.1,29.8,28.56,LOW
STU105577,20.09,37.85,62.42,37.0,78.28,38.93,43.24,MODERATE
STU105578,30.77,40.31,30.46,37.0,92.9,28.84,40.05,MODERATE
STU105579,5.21,22.35,71.54,25.75,65.47,30.3,34.38,MODERATE
STU105580,39.23,44.59,41.55,24.5,60.85,38.99,40.96,MODERATE
STU105581,8.05,22.81,35.11,30.5,29.55,11.09,22.97,LOW
STU105582,30.31,41.56,67.58,56.0,80.32,34.83,49.88,MODERATE
STU105583,12.25,25.86,59.96,38.5,69.75,24.83,36.14,MODERATE
STU105584,0.0,5.11,37.22,6.75,0.0,0.0,9.73,LOW
STU105585,31.98,29.92,46.68,37.75,70.75,34.13,39.36,MODERATE
STU105586,7.69,30.01,37.65,37.0,69.62,26.69,31.75,MODERATE
STU105587,35.41,54.97,48.82,62.0,92.5,45.14,53.65,MODERATE
STU105588,21.65,44.19,52.3,31.0,81.0,40.73,42.66,MODERATE
STU105589,23.75,22.03,68.39,33.5,39.72,27.26,35.66,MODERATE
STU105590,24.39,32.13,52.62,47.0,88.38,40.41,43.36,MODERATE
STU105591,12.34,18.23,52.56,22.5,45.85,27.13,28.21,LOW
STU105592,14.17,25.55,55.16,24.75,56.28,28.56,32.45,MODERATE
STU105593,42.83,44.21,62.72,41.5,89.22,59.43,53.25,MODERATE
STU105594,4.94,17.16,57.01,8.0,51.48,13.14,24.34,LOW
STU105595,40.16,47.2,36.21,50.0,84.28,39.4,46.94,MODERATE
STU105596,21.45,30.15,42.15,49.5,72.88,23.36,37.31,MODERATE
STU105597,5.56,28.29,43.48,51.25,64.7,38.38,34.88,MODERATE
STU105598,9.7,18.53,61.84,26.0,39.83,22.15,29.04,LOW
STU105599,33.57,34.88,38.61,48.25,87.28,30.93,42.21,MODERATE
STU105600,12.45,22.53,48.36,46.0,33.0,38.09,31.8,MODERATE
STU105601,17.92,35.83,50.1,49.5,47.55,27.72,37.51,MODERATE
STU105602,24.93,30.89,53.15,28.75,46.52,24.57,34.76,MODERATE
STU105603,0.87,9.72,30.72,16.0,50.28,3.04,16.48,LOW
STU105604,21.65,34.26,56.96,44.75,58.3,33.62,40.19,MODERATE
STU105605,8.25,18.72,53.44,17.0,43.58,19.1,25.84,LOW
STU105606,13.99,8.14,50.54,15.5,41.05,13.49,22.72,LOW
STU105607,0.0,20.28,45.35,5.25,42.4,18.52,21.02,LOW
STU105608,19.35,26.43,47.55,12.25,51.55,28.47,29.83,LOW
STU105609,12.91,39.29,51.49,12.75,39.1,37.07,32.23,MODERATE
STU105610,29.41,19.2,72.45,37.0,68.6,28.06,40.39,MODERATE
STU105611,43.36,39.97,47.92,59.75,87.68,37.82,49.76,MODERATE
STU105612,22.04,32.65,58.59,40.5,65.42,39.42,40.85,MODERATE
STU105613,29.25,35.9,35.22,22.25,60.28,30.28,34.26,MODERATE
STU105614,8.93,31.6,47.29,46.75,70.97,28.57,36.11,MODERATE
STU105615,13.34,23.59,67.19,17.25,62.8,35.4,34.41,MODERATE
STU105616,43.98,41.89,56.19,57.25,74.4,39.1,50.44,MODERATE
STU105617,27.38,27.58,47.81,37.75,50.18,28.87,35.5,MODERATE
STU105618,0.0,12.47,78.8,19.75,4.25,23.63,24.63,LOW
STU105619,2.09,14.6,36.71,36.75,41.85,18.14,22.92,LOW
STU105620,21.76,19.81,49.32,32.25,51.8,17.33,30.92,MODERATE
STU105621,20.26,18.65,29.16,21.25,45.38,16.88,23.96,LOW
STU105622,26.78,34.76,40.39,37.0,79.32,28.68,38.47,MODERATE
STU105623,30.71,47.61,62.46,45.25,80.78,52.91,50.69,MODERATE
STU105624,21.65,20.75,31.31,36.75,42.65,7.5,26.31,LOW
STU105625,21.65,59.4,59.79,77.5,86.42,53.29,56.73,MODERATE
STU105626,25.66,39.97,57.8,39.25,46.55,40.54,41.28,MODERATE
STU105627,10.58,28.09,46.4,31.5,70.02,20.24,32.17,MODERATE
STU105628,17.23,31.49,54.56,41.5,75.35,30.89,39.08,MODERATE
STU105629,0.0,0.32,49.21,9.0,32.63,0.0,14.54,LOW
STU105630,0.0,4.6,48.59,0.75,49.08,0.0,15.89,LOW
STU105631,14.36,17.86,37.78,23.75,40.28,22.0,24.68,LOW
STU105632,18.48,48.26,77.1,53.25,67.95,49.24,50.89,MODERATE
STU105633,0.9,7.52,48.42,23.5,26.65,13.77,19.31,LOW
STU105634,10.09,29.34,65.38,18.5,51.35,43.42,34.68,MODERATE
STU105635,27.89,33.4,58.82,53.0,64.05,38.19,43.87,MODERATE
STU105636,32.58,25.44,34.79,40.0,54.82,19.91,33.31,MODERATE
STU105637,10.91,24.02,54.44,16.25,55.65,19.01,28.98,LOW
STU105638,27.56,32.91,36.69,27.0,100.0,31.0,38.23,MODERATE
STU105639,21.22,22.54,46.82,33.5,64.53,20.65,32.79,MODERATE
STU105640,18.52,16.43,36.17,34.75,57.28,12.31,27.22,LOW
STU105641,23.27,43.77,43.46,51.25,78.42,38.64,43.68,MODERATE
STU105642,31.86,32.09,49.05,44.75,68.8,28.87,40.68,MODERATE
STU105643,44.46,46.27,54.42,53.5,84.6,44.82,52.31,MODERATE
STU105644,16.27,12.7,60.05,29.75,60.05,5.8,29.49,LOW
STU105645,26.94,42.73,51.35,41.0,89.02,43.64,45.76,MODERATE
STU105646,11.76,25.78,24.06,34.5,52.68,9.22,24.97,LOW
STU105647,33.83,36.89,65.96,43.0,69.75,46.07,47.21,MODERATE
STU105648,28.31,49.38,55.62,52.75,95.15,48.15,51.37,MODERATE
STU105649,34.13,42.8,47.79,55.5,81.0,37.25,47.23,MODERATE
STU105650,29.62,34.97,40.25,30.0,56.97,29.74,35.89,MODERATE
STU105651,27.4,43.51,57.18,35.0,62.15,42.19,43.48,MODERATE
STU105652,27.72,22.06,41.32,34.0,48.08,19.05,31.14,MODERATE
STU105653,45.08,53.81,64.31,59.25,75.6,63.67,58.15,MODERATE
STU105654,17.72,31.5,30.34,26.75,60.1,14.29,28.94,LOW
STU105655,29.11,36.78,52.19,44.25,79.95,49.49,45.04,MODERATE
STU105656,15.41,30.98,41.59,20.0,38.05,20.76,28.03,LOW
STU105657,33.65,34.7,51.1,43.0,69.85,26.99,41.76,MODERATE
STU105658,2.34,30.66,68.05,29.0,67.05,20.92,34.89,MODERATE
STU105659,37.54,40.48,62.21,44.75,67.25,49.59,48.47,MODERATE
STU105660,0.34,3.02,50.76,8.25,40.4,6.64,16.92,LOW
STU105661,29.38,52.4,68.66,45.0,84.55,51.7,53.08,MODERATE
STU105662,26.46,31.89,67.07,50.75,73.18,30.87,44.7,MODERATE
STU105663,27.16,30.01,67.32,35.5,63.15,45.42,42.58,MODERATE
STU105664,18.55,38.44,36.0,32.25,63.8,26.76,34.41,MODERATE
STU105665,41.88,41.32,35.3,37.25,98.62,25.36,43.75,MODERATE
STU105666,29.8,55.48,38.54,49.25,90.9,49.96,49.01,MODERATE
STU105667,28.04,28.8,49.18,45.25,94.92,35.37,42.46,MODERATE
STU105668,35.54,43.3,36.81,36.0,81.98,33.33,42.23,MODERATE
STU105669,13.18,15.77,32.21,22.25,33.07,8.84,20.55,LOW
STU105670,4.04,10.18,49.95,22.25,32.63,20.32,21.98,LOW
STU105671,23.03,38.16,69.39,40.5,54.47,40.45,43.59,MODERATE
STU105672,23.72,44.8,52.86,44.5,79.22,46.82,45.8,MODERATE
STU105673,11.28,25.53,59.2,37.75,78.38,20.56,36.04,MODERATE
STU105674,31.0,41.57,53.72,37.0,62.25,43.19,43.43,MODERATE
STU105675,25.5,34.54,39.61,59.5,67.62,33.7,40.71,MODERATE
STU105676,10.63,43.1,28.71,39.0,79.05,26.17,35.02,MODERATE
STU105677,31.54,37.34,36.99,56.5,75.88,37.47,42.85,MODERATE
STU105678,13.73,40.38,68.47,37.25,93.88,42.58,45.77,MODERATE
STU105679,40.95,45.37,39.94,56.75,79.47,38.0,47.78,MODERATE
STU105680,36.05,31.57,53.45,53.0,64.9,28.87,43.12,MODERATE
STU105681,10.4,24.83,65.31,33.5,55.7,16.03,33.55,MODERATE
STU105682,21.65,26.22,59.86,36.0,74.32,33.63,39.05,MODERATE
STU105683,16.0,34.02,75.98,42.5,58.88,29.22,42.09,MODERATE
STU105684,67.38,56.23,51.26,65.5,81.05,56.34,61.35,HIGH
STU105685,9.44,25.66,25.54,22.25,34.65,16.57,21.87,LOW
STU105686,35.02,44.49,62.55,37.0,62.42,54.99,47.93,MODERATE
STU105687,14.3,21.76,36.05,15.25,20.4,16.52,21.49,LOW
STU105688,30.51,17.67,50.76,34.25,48.62,29.05,33.58,MODERATE
STU105689,31.66,29.71,63.58,53.75,56.47,26.6,42.84,MODERATE
STU105690,46.27,57.43,59.81,54.5,86.58,59.02,58.31,MODERATE
STU105691,0.0,8.3,50.66,4.5,34.2,17.13,18.02,LOW
STU105692,25.47,23.16,38.81,29.0,36.28,17.66,28.39,LOW
STU105693,10.86,14.95,34.95,29.25,61.82,8.51,24.32,LOW
STU105694,6.51,14.46,60.51,0.0,29.92,11.7,21.18,LOW
STU105695,32.39,35.76,63.99,46.0,66.75,29.0,44.69,MODERATE
STU105696,10.16,17.72,63.21,16.25,37.98,22.21,27.56,LOW
STU105697,33.94,38.1,45.98,34.25,66.32,33.61,40.64,MODERATE
STU105698,12.82,17.88,77.76,31.25,49.4,30.11,35.22,MODERATE
STU105699,34.05,40.72,63.41,46.75,72.17,47.46,48.65,MODERATE
STU105700,39.64,43.16,49.74,47.25,63.4,29.4,45.03,MODERATE
STU105701,27.94,31.97,50.35,36.25,52.37,35.88,37.91,MODERATE
STU105702,51.02,43.4,49.56,45.5,99.0,36.28,51.32,MODERATE
STU105703,8.95,31.11,66.81,35.0,58.13,26.08,36.6,MODERATE
STU105704,15.36,31.43,48.75,14.25,72.4,23.3,32.39,MODERATE
STU105705,34.5,53.46,61.66,66.25,89.88,58.97,57.42,MODERATE
STU105706,32.21,32.61,35.34,31.25,74.57,26.62,36.47,MODERATE
STU105707,15.76,30.94,64.34,37.0,51.72,32.23,37.7,MODERATE
STU105708,8.51,28.81,28.51,26.0,50.55,28.87,26.45,LOW
STU105709,25.15,29.82,40.72,21.0,45.9,32.55,31.62,MODERATE
STU105710,9.66,15.36,65.27,33.5,52.7,20.52,31.17,MODERATE
STU105711,17.13,28.1,28.34,37.0,58.2,20.17,29.51,LOW
STU105712,27.83,33.71,53.85,50.75,78.5,43.31,44.56,MODERATE
STU105713,19.8,24.98,65.21,42.0,58.45,40.63,39.46,MODERATE
STU105714,26.19,36.33,45.38,46.0,82.52,36.3,42.18,MODERATE
STU105715,18.93,14.95,66.35,39.75,76.55,15.87,36.0,MODERATE
STU105716,10.47,31.38,61.4,51.25,69.42,27.18,39.57,MODERATE
STU105717,30.45,34.1,46.84,42.0,64.92,38.0,40.58,MODERATE
STU105718,23.27,33.72,53.46,38.0,72.5,23.73,39.1,MODERATE
STU105719,18.2,27.24,58.05,34.25,52.28,33.03,35.73,MODERATE
STU105720,34.98,39.68,21.69,43.5,85.7,23.28,38.68,MODERATE
STU105721,29.1,27.5,42.98,29.5,79.65,11.08,34.79,MODERATE
STU105722,48.97,45.38,62.58,59.5,75.52,49.47,55.08,MODERATE
STU105723,0.0,23.0,55.94,0.0,37.8,16.74,22.39,LOW
STU105724,28.88,26.15,52.29,22.0,55.1,24.85,34.07,MODERATE
STU105725,0.27,21.45,59.89,0.0,37.53,28.87,24.03,LOW
STU105726,32.66,41.8,52.71,55.0,81.85,32.3,47.19,MODERATE
STU105727,0.3,27.23,35.66,21.25,58.4,30.66,26.09,LOW
STU105728,7.84,14.46,59.42,36.75,32.15,22.74,28.07,LOW
STU105729,9.06,27.72,63.16,42.75,66.5,26.24,37.06,MODERATE
STU105730,24.6,23.64,56.78,47.25,63.62,18.95,37.53,MODERATE
STU105731,24.24,40.24,46.5,24.75,85.0,27.94,39.21,MODERATE
STU105732,29.83,44.64,39.19,60.5,77.15,49.0,46.65,MODERATE
STU105733,18.68,42.1,64.9,49.0,59.45,43.69,44.9,MODERATE
STU105734,36.87,46.16,57.5,66.0,79.25,45.81,52.82,MODERATE
STU105735,0.0,15.8,50.52,13.0,34.05,0.0,19.41,LOW
STU105736,42.98,40.22,37.15,64.25,74.05,40.92,47.22,MODERATE
STU105737,18.94,18.81,27.95,27.5,51.42,1.97,23.54,LOW
STU105738,15.05,16.54,34.81,47.75,42.92,18.94,27.46,LOW
STU105739,34.33,21.28,30.49,34.0,53.12,10.56,29.75,LOW
STU105740,17.8,25.54,47.18,48.0,51.82,25.46,34.31,MODERATE
STU105741,3.52,24.47,74.9,30.0,45.3,26.79,33.51,MODERATE
STU105742,38.15,28.33,49.04,45.5,58.38,28.87,40.07,MODERATE
STU105743,28.84,32.04,59.85,41.75,66.58,40.33,42.7,MODERATE
STU105744,16.28,36.77,53.38,45.5,60.28,29.56,38.93,MODERATE
STU105745,0.0,13.69,46.48,12.75,14.25,14.5,17.51,LOW
STU105746,1.77,4.42,61.05,0.0,26.52,13.03,17.62,LOW
STU105747,34.94,38.3,61.2,49.5,95.38,38.28,49.59,MODERATE
STU105748,47.0,51.53,49.51,70.5,96.6,51.4,57.56,MODERATE
STU105749,21.65,25.92,49.04,29.75,46.2,31.01,32.8,MODERATE
STU105750,13.42,21.01,70.9,27.25,54.82,29.93,34.68,MODERATE
STU105751,1.55,5.08,43.92,5.25,45.38,5.3,16.22,LOW
STU105752,2.42,29.84,57.99,25.75,68.68,28.67,33.14,MODERATE
STU105753,13.28,12.68,55.46,33.75,44.18,19.72,28.37,LOW
STU105754,6.06,12.16,54.64,7.25,17.45,19.53,19.97,LOW
STU105755,3.36,14.46,67.42,10.75,47.18,21.4,26.24,LOW
STU105756,0.0,16.8,45.13,13.5,38.32,21.31,21.21,LOW
STU105757,46.93,53.55,66.56,58.0,85.22,53.7,58.68,MODERATE
STU105758,27.79,31.98,47.09,35.0,67.48,32.24,38.19,MODERATE
STU105759,13.66,23.06,51.15,44.0,51.55,20.88,32.57,MODERATE
STU105760,17.22,23.36,44.32,39.25,83.17,24.83,34.84,MODERATE
STU105761,20.76,30.97,47.05,34.5,42.2,33.97,34.1,MODERATE
STU105762,4.13,19.5,69.52,23.5,32.28,19.72,28.33,LOW
STU105763,30.04,33.83,55.32,44.0,60.7,26.2,40.82,MODERATE
STU105764,24.47,16.7,37.86,26.0,53.75,17.56,27.67,LOW
STU105765,17.39,28.25,43.01,37.5,51.55,21.3,32.05,MODERATE
STU105766,20.43,39.04,52.22,36.0,63.7,26.49,38.71,MODERATE
STU105767,45.48,35.98,53.44,53.0,79.77,28.87,47.59,MODERATE
STU105768,48.69,39.7,44.59,57.5,98.92,38.86,50.98,MODERATE
STU105769,19.35,26.66,77.03,44.25,67.0,40.28,43.31,MODERATE
STU105770,25.43,35.12,60.19,33.75,68.73,35.07,41.35,MODERATE
STU105771,17.18,41.69,63.1,52.0,72.05,49.67,46.45,MODERATE
STU105772,51.97,46.16,57.09,52.5,92.68,36.41,54.14,MODERATE
STU105773,25.86,24.42,48.45,43.5,62.4,28.11,36.54,MODERATE
STU105774,17.92,32.88,61.85,36.0,56.62,37.72,39.01,MODERATE
STU105775,35.74,40.32,31.94,65.5,78.97,28.87,44.22,MODERATE
STU105776,27.27,39.38,27.66,44.25,84.42,33.4,39.25,MODERATE
STU105777,26.44,36.52,48.26,42.0,54.32,27.31,38.53,MODERATE
STU105778,12.69,22.03,44.81,28.25,48.58,24.13,28.52,LOW
STU105779,38.5,31.45,33.01,47.0,82.78,22.06,39.7,MODERATE
STU105780,32.62,48.15,58.99,60.75,96.98,44.45,53.62,MODERATE
STU105781,20.96,26.98,60.54,42.0,77.22,43.39,41.41,MODERATE
STU105782,11.5,23.95,57.08,22.75,47.2,22.05,30.04,MODERATE
STU105783,31.38,37.46,54.84,32.0,47.18,32.7,39.4,MODERATE
STU105784,19.44,35.54,38.65,34.0,43.38,22.57,32.2,MODERATE
STU105785,20.12,32.89,52.62,49.75,58.0,23.99,38.43,MODERATE
STU105786,36.93,37.76,69.68,32.5,51.92,45.0,45.33,MODERATE
STU105787,37.17,41.02,87.94,46.0,73.82,57.96,55.36,MODERATE
STU105788,35.59,41.02,40.92,63.75,73.58,28.27,45.3,MODERATE
STU105789,0.0,20.22,41.9,19.0,51.92,15.18,23.0,LOW
STU105790,8.93,31.01,56.8,29.5,75.02,42.94,37.12,MODERATE
STU105791,19.17,30.54,57.64,38.0,65.12,42.97,39.51,MODERATE
STU105792,20.4,19.06,48.89,36.25,59.63,24.05,32.43,MODERATE
STU105793,18.15,28.68,55.8,24.75,25.1,30.02,31.18,MODERATE
STU105794,41.42,28.5,69.82,31.5,73.52,25.57,44.01,MODERATE
STU105795,27.14,34.72,44.69,59.5,80.1,37.11,43.69,MODERATE
STU105796,18.73,31.16,46.45,32.75,57.55,34.41,34.93,MODERATE
STU105797,0.0,2.96,54.47,6.0,34.33,8.89,16.86,LOW
STU105798,14.76,16.28,57.72,22.75,45.4,19.89,28.51,LOW
STU105799,25.73,26.46,57.36,23.5,49.02,26.78,34.34,MODERATE
STU105800,5.86,19.22,32.67,43.75,53.65,3.07,24.75,LOW
STU105801,17.0,12.86,60.82,14.75,24.92,13.62,24.85,LOW
STU105802,45.83,38.98,67.74,43.5,69.12,42.42,50.14,MODERATE
STU105803,21.65,24.88,53.24,46.25,61.42,24.42,36.72,MODERATE
STU105804,30.48,24.14,41.06,50.0,40.85,17.35,33.66,MODERATE
STU105805,21.07,27.31,67.5,15.5,58.1,34.85,36.16,MODERATE
STU105806,22.36,40.58,37.55,55.75,55.92,37.19,39.8,MODERATE
STU105807,26.72,30.05,60.62,35.0,60.5,28.2,39.1,MODERATE
STU105808,26.83,32.74,60.74,34.25,77.4,33.8,41.96,MODERATE
STU105809,2.51,17.14,59.11,21.0,54.37,23.75,27.57,LOW
STU105810,51.7,47.74,57.5,50.5,58.75,61.4,53.37,MODERATE
STU105811,21.09,32.54,61.46,45.25,55.68,35.78,40.58,MODERATE
STU105812,48.78,46.2,52.79,56.5,79.03,44.51,52.69,MODERATE
STU105813,36.64,42.29,46.85,56.5,85.75,26.68,46.99,MODERATE
STU105814,2.82,32.88,48.38,38.5,48.9,25.25,31.65,MODERATE
STU105815,29.19,25.88,55.69,33.0,62.05,25.67,37.17,MODERATE
STU105816,21.03,25.88,36.97,55.0,45.98,39.07,34.83,MODERATE
STU105817,0.0,24.38,43.0,18.5,30.48,17.26,22.24,LOW
STU105818,11.22,15.15,53.96,37.0,30.7,19.6,27.4,LOW
STU105819,28.17,30.51,40.48,35.25,53.32,24.63,34.44,MODERATE
STU105820,21.94,29.9,39.04,30.25,59.85,22.37,32.43,MODERATE
STU105821,32.95,29.57,56.71,50.0,63.2,20.95,41.24,MODERATE
STU105822,13.95,12.36,67.25,40.5,33.83,19.9,30.78,MODERATE
STU105823,29.19,42.4,58.81,56.0,74.57,36.25,47.68,MODERATE
STU105824,3.36,11.06,59.02,9.5,46.08,23.03,23.58,LOW
STU105825,0.89,25.28,33.98,20.25,29.72,14.07,20.71,LOW
STU105826,25.18,37.69,44.76,62.25,88.98,34.55,45.1,MODERATE
STU105827,28.02,38.6,72.9,46.5,74.7,36.01,47.88,MODERATE
STU105828,12.74,21.54,62.39,30.0,62.1,25.07,33.63,MODERATE
STU105829,30.81,37.57,58.5,39.75,100.0,34.34,46.65,MODERATE
STU105830,36.45,19.69,33.46,39.25,52.15,8.85,30.89,MODERATE
STU105831,21.63,35.84,53.99,40.75,40.72,47.1,38.98,MODERATE
STU105832,0.0,20.81,49.85,10.5,35.62,1.99,20.51,LOW
STU105833,19.96,32.38,55.39,32.75,25.32,25.01,33.11,MODERATE
STU105834,0.0,10.96,33.46,3.75,28.1,8.69,13.67,LOW
STU105835,19.15,20.68,53.3,15.5,50.7,18.01,28.86,LOW
STU105836,34.04,40.74,49.99,53.0,84.05,39.08,47.25,MODERATE
STU105837,0.0,17.82,34.44,18.75,30.45,16.55,18.86,LOW
STU105838,3.49,19.94,31.34,31.0,41.4,8.11,21.55,LOW
STU105839,6.7,19.24,52.11,31.25,37.93,22.97,27.35,LOW
STU105840,3.45,27.46,62.94,42.0,63.28,29.33,35.7,MODERATE
STU105841,46.04,39.64,49.05,55.0,80.23,27.42,47.94,MODERATE
STU105842,37.9,54.5,46.55,56.0,81.88,41.89,51.29,MODERATE
STU105843,27.56,33.18,36.55,27.75,47.13,25.84,32.58,MODERATE
STU105844,14.31,15.57,53.89,33.75,68.8,5.77,30.05,MODERATE
STU105845,19.54,26.02,38.55,31.75,74.05,24.8,32.77,MODERATE
STU105846,0.0,15.1,37.3,16.75,36.35,3.64,17.75,LOW
STU105847,10.5,8.86,51.38,20.75,28.7,8.16,21.39,LOW
STU105848,35.82,33.55,57.68,36.0,68.2,33.87,42.69,MODERATE
STU105849,19.35,14.43,48.75,23.0,36.38,18.35,26.15,LOW
STU105850,0.0,10.18,47.72,6.25,14.95,17.29,16.25,LOW
STU105851,29.03,24.06,43.28,27.5,63.58,17.3,32.69,MODERATE
STU105852,21.65,34.3,74.7,21.5,68.55,44.68,42.39,MODERATE
STU105853,31.56,23.42,41.75,35.75,54.5,24.45,33.77,MODERATE
STU105854,49.61,54.77,33.0,71.25,96.43,41.34,54.68,MODERATE
STU105855,12.4,37.34,46.34,42.5,55.1,36.94,36.66,MODERATE
STU105856,16.92,23.04,44.3,33.0,53.95,21.07,30.46,MODERATE
STU105857,15.07,20.6,37.71,29.5,63.55,16.55,28.14,LOW
STU105858,10.54,36.22,41.18,25.5,69.88,28.66,33.08,MODERATE
STU105859,28.79,31.14,59.55,32.25,55.48,28.13,38.65,MODERATE
STU105860,21.65,50.4,32.35,68.25,100.0,28.87,46.52,MODERATE
STU105861,6.85,20.77,56.05,37.0,47.78,20.6,30.16,MODERATE
STU105862,22.1,33.7,55.3,25.0,83.0,36.18,39.57,MODERATE
STU105863,34.31,35.53,53.11,52.5,75.85,41.19,45.95,MODERATE
STU105864,15.41,15.28,65.32,8.25,41.8,29.04,28.29,LOW
STU105865,9.83,17.38,48.26,21.75,61.58,6.03,25.99,LOW
STU105866,9.84,20.63,50.37,40.5,61.72,22.08,31.65,MODERATE
STU105867,8.68,21.41,57.36,38.25,48.95,24.49,31.64,MODERATE
STU105868,27.81,47.12,56.22,58.0,99.45,45.14,51.74,MODERATE
STU105869,15.62,30.01,54.95,34.75,73.2,33.6,37.51,MODERATE
STU105870,6.13,13.91,48.08,29.25,20.52,22.34,22.99,LOW
STU105871,34.91,32.39,76.24,32.25,81.53,39.55,47.27,MODERATE
STU105872,40.94,29.41,47.87,51.75,68.62,28.87,42.63,MODERATE
STU105873,33.75,28.65,44.05,30.5,67.68,22.08,36.27,MODERATE
STU105874,11.26,29.34,69.05,30.75,58.48,44.57,38.31,MODERATE
STU105875,16.87,16.99,62.11,15.25,62.75,20.64,30.67,MODERATE
STU105876,52.18,52.22,52.02,58.5,100.0,51.36,57.81,MODERATE
STU105877,42.72,61.99,48.24,68.5,100.0,46.81,58.65,MODERATE
STU105878,10.19,12.77,45.78,38.25,43.15,21.05,26.54,LOW
STU105879,27.25,40.79,65.1,50.25,70.28,36.76,46.91,MODERATE
STU105880,31.41,40.54,33.55,35.25,69.85,40.87,39.49,MODERATE
