student_id,age,gender,attendance_rate,study_hours_per_week,assignment_score,quiz_score,midterm_score,continuous_assessment,previous_gpa,final_exam_score,assessment_average,performance_trend,attendance_risk,study_efficiency,academic_performance_index,previous_performance_category,assessment_performance_category
STU106502,24,Male,89.9,15.67,79.03,75.5,69.9,75.65,2.83,67.46,75.02,-4.49,10.1,4.79,78.63,Medium,High
STU106503,25,Female,50.84,10.09,60.34,62.0,39.67,47.4,1.6,32.3,52.35,-17.64,49.16,5.19,49.43,Low,Medium
STU106504,23,Female,33.44,4.88,26.32,40.86,41.93,22.24,1.66,33.5,32.84,-1.51,66.56,6.73,34.75,Low,Low
STU106505,21,Male,99.47,22.24,81.25,85.3,70.55,79.81,2.8,77.81,79.23,-8.09,0.53,3.56,83.46,Medium,High
STU106506,30,Male,67.08,9.45,67.19,64.07,65.18,60.78,2.15,66.27,64.31,-2.65,32.92,6.81,63.03,Medium,Medium
STU106507,24,Male,66.53,0.0,43.02,52.12,41.09,54.9,1.8,54.52,47.78,0.43,33.47,47.78,52.85,Low,Low
STU106508,26,Female,89.21,19.02,63.57,76.33,79.45,49.94,2.54,71.9,67.32,-5.26,10.79,3.54,73.12,Medium,Medium
STU106509,18,Male,90.36,14.91,61.14,65.44,78.7,79.71,2.97,80.81,71.25,15.92,9.64,4.78,77.58,Medium,High
STU106510,21,Male,80.64,18.22,87.38,55.95,79.25,84.81,2.76,66.45,76.85,10.37,19.36,4.22,76.42,Medium,High
STU106511,28,Female,94.94,15.04,92.82,100.0,71.47,89.04,3.1,80.16,88.33,-16.16,5.06,5.87,88.15,High,High
STU106512,19,Female,78.35,6.46,69.52,70.31,50.9,67.95,1.98,63.16,64.67,-10.49,21.65,10.01,65.74,Low,Medium
STU106513,19,Male,68.64,13.0,74.19,58.47,62.69,50.93,1.86,70.24,61.57,-9.52,31.36,4.74,60.68,Low,Medium
STU106514,28,Male,73.82,12.46,80.24,77.53,66.1,58.54,3.13,79.3,70.6,-16.56,26.18,5.67,73.1,High,High
STU106515,22,Male,84.37,27.4,66.86,82.69,96.58,76.39,2.62,74.22,80.63,11.71,15.63,2.94,78.73,Medium,High
STU106516,21,Female,39.95,0.0,59.26,31.84,43.65,46.56,0.65,44.63,45.33,-0.44,60.05,45.33,37.9,Low,Low
STU106517,25,Male,70.75,21.68,74.31,59.78,77.55,62.47,2.28,65.88,68.53,2.96,29.25,3.16,66.89,Medium,Medium
STU106518,20,Male,82.05,17.79,98.51,89.15,75.48,80.73,2.52,70.01,85.97,-15.73,17.95,4.83,80.2,Medium,High
STU106519,18,Female,75.54,19.73,100.0,85.82,70.38,82.87,2.81,66.5,84.77,-16.28,24.46,4.3,79.1,Medium,High
STU106520,18,Male,74.15,21.39,77.38,72.69,88.21,80.01,3.21,77.23,79.57,9.08,25.85,3.72,78.08,High,High
STU106521,19,Male,78.35,26.17,79.99,81.38,73.84,81.91,3.38,75.94,79.28,-2.81,21.65,3.03,80.04,High,High
STU106522,20,Female,38.77,3.51,40.39,39.48,20.21,45.32,1.01,21.75,36.35,-7.17,61.23,10.36,34.86,Low,Low
STU106523,27,Male,100.0,29.58,89.3,90.74,74.62,84.4,2.52,79.9,84.76,-10.51,0.0,2.87,84.98,Medium,High
STU106524,21,Female,79.43,15.61,77.42,77.87,75.69,78.16,2.22,77.23,77.28,-0.72,20.57,4.95,73.57,Medium,High
STU106525,18,Female,91.52,31.74,100.0,81.24,77.79,87.55,2.52,88.84,86.65,-7.95,8.48,2.73,83.38,Medium,High
STU106526,18,Male,70.04,10.69,61.37,63.92,68.38,51.09,1.37,43.16,61.19,-2.91,29.96,5.72,58.46,Low,Medium
STU106527,24,Female,70.47,0.0,50.25,56.3,65.85,68.83,1.49,57.26,60.31,14.07,29.53,60.31,58.75,Low,Medium
STU106528,28,Female,100.0,25.68,90.43,98.82,68.05,100.0,3.89,82.49,89.32,-10.6,0.0,3.48,94.11,High,High
STU106529,22,Female,68.04,7.33,55.06,67.26,52.53,66.9,2.16,62.83,60.44,-1.45,31.96,8.25,61.43,Medium,Medium
STU106530,18,Female,72.02,11.37,53.65,73.9,80.36,77.18,2.36,66.47,71.27,15.0,27.98,6.27,69.04,Medium,High
STU106531,20,Male,81.02,15.04,76.08,71.4,75.06,78.45,2.4,76.97,75.25,3.01,18.98,5.0,73.93,Medium,High
STU106532,24,Male,92.0,20.97,100.0,77.54,100.0,75.16,2.95,100.0,88.18,-1.19,8.0,4.21,86.44,Medium,High
STU106533,20,Female,89.69,17.89,90.97,73.54,88.96,91.38,2.95,80.31,86.21,7.91,10.31,4.82,84.76,Medium,High
STU106534,30,Male,79.46,23.66,70.08,74.63,59.05,75.32,2.7,71.11,69.77,-5.17,20.54,2.95,72.22,Medium,Medium
STU106535,27,Male,64.66,2.05,64.23,50.01,62.47,65.87,2.23,60.24,60.64,7.05,35.34,29.58,60.87,Medium,Medium
STU106536,22,Male,78.94,12.28,100.0,82.44,70.78,91.32,3.17,60.68,86.14,-10.17,21.06,7.01,82.6,High,High
STU106537,30,Male,68.01,13.7,80.87,89.8,73.99,63.59,2.91,56.73,77.06,-16.55,31.99,5.62,73.48,Medium,High
STU106538,22,Female,50.87,6.13,45.35,49.54,35.69,55.98,1.77,27.85,46.64,-1.61,49.13,7.61,47.43,Low,Low
STU106539,19,Female,100.0,25.15,87.25,80.64,78.93,77.01,3.03,80.79,80.96,-5.97,0.0,3.22,85.63,High,High
STU106540,30,Female,59.44,0.0,52.42,47.1,44.92,43.66,1.65,33.22,47.02,-5.47,40.56,47.02,49.59,Low,Low
STU106541,30,Male,97.93,18.03,86.39,92.0,71.64,74.25,2.71,70.24,81.07,-16.25,2.07,4.5,83.46,Medium,High
STU106542,22,Male,66.44,10.97,78.52,55.34,40.83,74.49,2.11,48.22,62.3,-9.27,33.56,5.68,61.63,Medium,Medium
STU106543,25,Female,80.14,13.69,79.96,78.92,80.57,81.82,3.29,75.56,80.32,1.75,19.86,5.87,80.65,High,High
STU106544,20,Male,97.12,21.85,56.37,79.1,72.03,76.56,2.59,71.45,71.02,6.56,2.88,3.25,77.6,Medium,High
STU106545,26,Female,68.89,22.41,75.88,66.82,76.76,56.26,2.01,72.91,68.93,-4.84,31.11,3.08,65.18,Medium,Medium
STU106546,26,Female,83.73,16.62,80.24,80.19,65.84,70.38,2.58,59.78,74.16,-12.11,16.27,4.46,75.1,Medium,High
STU106547,27,Male,90.48,16.02,74.36,52.85,77.36,65.61,2.94,72.68,67.54,7.88,9.52,4.22,75.61,Medium,Medium
STU106548,25,Male,87.56,19.63,71.7,81.49,83.91,80.64,2.06,60.65,79.44,5.68,12.44,4.05,76.29,Medium,High
STU106549,27,Female,100.0,34.75,100.0,100.0,99.99,89.15,3.63,97.97,97.28,-5.43,0.0,2.8,96.79,High,High
STU106550,25,Male,71.18,16.46,48.74,60.79,38.35,54.21,1.61,52.67,50.52,-8.48,28.82,3.07,54.66,Low,Medium
STU106551,28,Female,40.32,0.0,30.57,34.59,28.43,16.02,0.85,31.23,27.4,-10.35,59.68,27.4,30.05,Low,Low
STU106552,20,Female,74.58,12.47,65.7,53.18,71.95,74.67,2.17,64.86,66.38,13.87,25.42,5.32,66.41,Medium,Medium
STU106553,24,Male,84.31,16.19,79.2,61.34,56.76,55.16,2.59,55.72,63.12,-14.31,15.69,3.9,69.8,Medium,Medium
STU106554,23,Female,53.11,14.26,80.23,68.61,42.17,60.16,2.33,55.07,62.79,-23.26,46.89,4.4,58.98,Medium,Medium
STU106555,24,Male,69.75,4.68,68.22,60.47,49.84,65.69,2.39,57.81,61.06,-6.58,30.25,13.05,63.4,Medium,Medium
STU106556,19,Male,82.34,10.99,88.75,67.24,68.97,87.1,3.39,74.84,78.02,0.04,17.66,7.1,80.66,High,High
STU106557,22,Female,59.77,3.53,46.05,56.88,44.93,56.42,1.82,66.47,51.07,-0.79,40.23,14.47,52.57,Low,Medium
STU106558,30,Female,84.31,19.15,61.36,66.53,59.11,78.44,2.6,63.02,66.36,4.83,15.69,3.47,71.47,Medium,Medium
STU106559,19,Female,80.26,16.66,75.09,71.33,83.46,85.52,2.95,77.84,78.85,11.28,19.74,4.73,78.25,Medium,High
STU106560,26,Female,83.63,11.43,83.15,82.46,77.89,50.13,2.86,65.47,73.41,-18.8,16.37,6.42,76.09,Medium,High
STU106561,26,Female,86.93,14.82,85.19,73.08,64.87,83.38,2.34,73.47,76.63,-5.01,13.07,5.17,76.09,Medium,High
STU106562,24,Male,91.02,29.65,74.08,74.39,75.47,60.94,3.06,67.77,71.22,-6.03,8.98,2.4,78.22,High,High
STU106563,18,Male,79.53,9.48,63.67,60.67,59.84,68.03,2.44,58.98,63.05,1.77,20.47,6.65,67.58,Medium,Medium
STU106564,18,Male,72.9,11.15,78.92,58.91,68.58,70.63,2.18,66.47,69.26,0.69,27.1,6.21,67.4,Medium,Medium
STU106565,21,Male,83.05,15.14,78.64,70.02,63.88,66.61,2.5,46.53,69.79,-9.08,16.95,4.61,72.31,Medium,Medium
STU106566,19,Male,85.84,28.19,59.68,85.5,66.96,74.96,2.58,65.53,71.77,-1.63,14.16,2.55,74.54,Medium,High
STU106567,19,Female,81.14,12.78,70.78,79.47,79.68,50.73,3.38,65.47,70.17,-9.92,18.86,5.49,76.33,High,High
STU106568,20,Male,67.61,0.6,58.87,62.84,38.61,41.22,1.52,37.91,50.38,-20.94,32.39,50.38,53.07,Low,Medium
STU106569,20,Female,75.07,14.03,59.43,56.25,82.51,61.28,2.81,70.9,64.87,14.06,24.93,4.62,69.01,Medium,Medium
STU106570,28,Female,61.99,9.26,52.19,70.89,47.72,50.51,2.01,61.35,55.33,-12.43,38.01,5.98,56.31,Medium,Medium
STU106571,26,Female,87.9,23.78,69.35,74.94,82.33,74.89,2.38,68.86,75.38,6.47,12.1,3.17,75.96,Medium,High
STU106572,18,Male,85.8,24.26,87.39,75.98,85.8,93.38,2.93,72.99,85.64,7.91,14.2,3.53,83.21,Medium,High
STU106573,26,Female,84.65,9.64,69.16,64.6,50.66,75.29,1.95,63.79,64.93,-3.9,15.35,6.74,67.61,Low,Medium
STU106574,19,Female,76.41,12.0,79.72,84.5,56.55,71.03,2.35,51.53,72.95,-18.32,23.59,6.08,71.15,Medium,High
STU106575,23,Male,85.91,17.53,74.25,71.94,66.6,80.62,2.73,71.71,73.35,0.52,14.09,4.18,76.1,Medium,High
STU106576,18,Male,83.91,11.72,68.79,89.26,75.47,56.23,2.73,66.03,72.44,-13.18,16.09,6.18,75.04,Medium,High
STU106577,19,Male,97.0,28.45,89.74,94.79,84.81,95.77,3.71,93.16,91.28,-1.98,3.0,3.21,93.29,High,High
STU106578,19,Female,90.04,26.72,84.45,78.8,98.52,91.85,2.78,90.27,88.4,13.56,9.96,3.31,85.11,Medium,High
STU106579,23,Female,97.13,28.79,68.09,71.86,96.8,85.56,2.84,82.82,80.58,21.21,2.87,2.8,83.63,Medium,High
STU106580,24,Male,65.59,18.59,71.06,74.38,87.96,79.89,2.19,74.92,78.32,11.2,34.41,4.21,69.79,Medium,High
STU106581,22,Female,71.77,30.4,83.7,91.3,79.36,93.41,4.0,80.88,86.94,-1.12,28.23,2.86,85.0,High,High
STU106582,26,Male,86.47,2.68,73.17,68.57,58.99,76.0,2.47,62.33,69.18,-3.38,13.53,25.81,72.88,Medium,Medium
STU106583,27,Female,75.8,12.39,61.75,59.31,50.37,58.16,1.8,48.98,57.4,-6.26,24.2,4.63,60.44,Low,Medium
STU106584,27,Female,78.35,12.93,69.2,77.96,71.15,54.34,2.95,76.99,68.16,-10.83,21.65,5.27,72.33,Medium,Medium
STU106585,25,Female,80.67,13.22,61.8,63.8,67.08,54.22,1.89,58.62,61.72,-2.15,19.33,4.67,64.51,Low,Medium
STU106586,25,Female,77.73,22.51,57.51,74.75,74.84,44.25,2.52,59.57,62.84,-6.58,22.27,2.79,67.34,Medium,Medium
STU106587,24,Male,80.53,20.7,71.15,76.39,79.17,70.57,2.33,59.65,74.32,1.1,19.47,3.59,72.97,Medium,High
STU106588,21,Male,67.39,0.28,46.65,54.49,46.54,60.73,1.84,42.1,52.1,3.06,32.61,52.1,55.47,Low,Medium
STU106589,24,Male,66.9,14.83,84.66,86.47,63.37,75.86,2.29,64.61,77.59,-15.95,33.1,5.23,70.32,Medium,High
STU106590,18,Male,78.65,20.3,74.64,78.17,74.01,66.08,2.31,68.51,73.22,-6.36,21.35,3.61,71.76,Medium,High
STU106591,30,Male,87.74,15.04,84.57,100.0,76.98,76.04,2.65,70.22,84.4,-15.77,12.26,5.61,81.77,Medium,High
STU106592,22,Female,78.35,12.62,70.87,77.49,61.21,65.56,2.51,66.63,68.78,-10.8,21.65,5.45,70.44,Medium,Medium
STU106593,27,Female,78.27,20.24,91.04,66.26,87.12,74.98,3.09,88.37,79.85,2.4,21.73,3.95,78.86,High,High
STU106594,30,Male,59.21,7.43,47.91,68.45,68.38,45.36,2.0,35.5,57.53,-1.31,40.79,7.74,56.53,Low,Medium
STU106595,24,Male,58.1,14.85,55.51,58.95,52.62,56.3,1.85,51.21,55.84,-2.77,41.9,3.76,54.6,Low,Medium
STU106596,29,Male,70.97,15.42,81.33,84.5,81.8,62.54,2.39,56.92,77.54,-10.74,29.03,5.03,72.01,Medium,High
STU106597,24,Male,98.68,7.01,72.57,68.98,83.55,81.41,3.02,84.91,76.63,11.7,1.32,10.93,83.02,High,High
STU106598,19,Female,78.65,16.54,67.61,56.73,58.11,57.43,3.2,83.03,59.97,-4.4,21.35,3.63,69.58,High,Medium
STU106599,18,Male,69.33,7.78,58.23,61.46,35.67,65.12,1.69,38.59,55.12,-9.45,30.67,7.08,56.81,Low,Medium
STU106600,19,Female,63.23,16.53,86.86,81.92,54.7,76.28,2.77,53.32,74.94,-18.9,36.77,4.53,70.29,Medium,High
STU106601,30,Male,100.0,26.06,100.0,80.78,87.79,73.02,3.15,83.37,85.4,-9.98,0.0,3.28,88.45,High,High
STU106602,24,Male,77.64,13.42,81.1,81.75,75.11,70.27,2.2,71.4,77.06,-8.74,22.36,5.74,72.82,Medium,High
STU106603,22,Female,66.65,14.89,72.23,61.33,65.57,61.16,1.78,62.35,65.07,-3.42,33.35,4.37,61.43,Low,Medium
STU106604,23,Male,65.2,11.4,68.57,67.94,61.23,74.57,2.45,64.87,68.08,-0.36,34.8,5.97,65.85,Medium,Medium
STU106605,21,Male,62.3,12.81,68.17,58.27,59.48,75.67,2.65,53.47,65.4,4.36,37.7,5.11,64.64,Medium,Medium
STU106606,29,Female,81.0,19.8,73.76,72.87,77.73,79.32,2.3,72.89,75.92,5.21,19.0,3.83,73.76,Medium,High
STU106607,30,Male,69.22,11.42,72.23,69.53,78.72,77.13,2.56,75.93,74.4,7.05,30.78,6.51,70.77,Medium,High
STU106608,19,Male,93.88,17.49,72.35,68.96,53.44,84.76,2.16,52.69,69.88,-1.56,6.12,4.0,73.9,Medium,Medium
STU106609,27,Male,90.17,6.06,80.35,55.04,73.54,80.16,2.96,63.28,72.27,9.16,9.83,11.93,77.99,Medium,High
STU106610,22,Female,72.61,18.55,69.54,52.92,61.4,81.61,2.3,61.33,66.37,10.27,27.39,3.58,66.47,Medium,Medium
STU106611,18,Female,58.62,12.42,79.82,61.31,64.32,65.98,1.7,60.8,67.86,-5.41,41.38,5.46,60.02,Low,Medium
STU106612,29,Male,96.07,26.72,90.56,70.31,90.57,69.65,3.6,90.51,80.27,-0.33,3.93,3.0,86.96,High,High
STU106613,18,Female,71.82,11.02,57.97,82.28,45.06,60.85,1.74,50.97,61.54,-17.17,28.18,5.58,61.02,Low,Medium
STU106614,20,Female,52.82,9.65,45.53,50.19,56.68,62.58,2.05,47.65,53.74,11.77,47.18,5.57,52.97,Medium,Medium
STU106615,18,Male,49.95,10.37,48.27,45.18,54.86,51.25,1.3,34.46,49.89,6.33,50.05,4.81,46.43,Low,Low
STU106616,24,Male,82.16,11.42,55.52,52.86,45.3,78.18,2.44,67.86,57.96,7.55,17.84,5.08,65.83,Medium,Medium
STU106617,25,Male,90.52,22.69,92.01,89.18,96.84,73.15,2.74,92.94,87.79,-5.6,9.48,3.87,84.75,Medium,High
STU106618,22,Male,72.08,13.53,62.32,69.28,70.38,73.25,1.38,60.12,68.81,6.02,27.92,5.09,62.93,Low,Medium
STU106619,18,Male,99.95,12.87,80.1,90.97,76.98,72.84,3.59,83.32,80.22,-10.62,0.05,6.23,88.04,High,High
STU106620,19,Female,76.6,11.42,76.17,73.29,56.85,73.87,2.86,62.53,70.04,-9.37,23.4,6.13,72.3,Medium,High
STU106621,30,Male,90.84,23.83,100.0,78.78,83.64,75.11,2.87,78.98,84.38,-10.02,9.16,3.54,83.79,Medium,High
STU106622,28,Male,72.56,16.62,60.54,75.21,60.16,51.35,2.22,70.66,61.82,-12.12,27.44,3.72,63.78,Medium,Medium
STU106623,30,Female,75.57,17.34,54.38,54.08,65.3,63.06,2.28,57.33,59.2,9.95,24.43,3.41,63.67,Medium,Medium
STU106624,24,Female,83.08,9.42,69.32,66.23,73.98,60.94,2.71,58.07,67.62,-0.31,16.92,7.18,72.28,Medium,Medium
STU106625,25,Male,78.35,22.89,60.45,65.49,80.01,83.11,3.35,80.06,72.26,18.59,21.65,3.16,76.39,High,High
STU106626,28,Male,76.05,19.09,74.89,66.79,54.79,66.01,2.56,54.1,65.62,-10.44,23.95,3.44,68.42,Medium,Medium
STU106627,26,Female,70.73,18.82,80.09,65.44,70.08,74.74,2.52,70.51,72.59,-0.36,29.27,3.86,70.11,Medium,High
STU106628,23,Male,93.77,8.43,74.02,70.27,78.58,76.49,2.94,73.04,74.84,5.39,6.23,8.88,80.25,Medium,High
STU106629,21,Female,58.99,3.79,47.29,41.95,48.16,61.45,1.64,43.42,49.71,10.18,41.01,13.12,50.75,Low,Low
STU106630,24,Female,67.76,13.5,90.04,56.51,70.22,61.18,1.96,62.07,69.49,-7.58,32.24,5.15,64.87,Low,Medium
STU106631,18,Female,77.47,10.71,55.67,48.13,72.47,75.81,2.67,56.72,63.02,22.24,22.53,5.88,68.1,Medium,Medium
STU106632,20,Male,75.32,15.04,60.29,68.15,53.81,84.44,2.45,49.35,66.67,4.91,24.68,4.43,68.18,Medium,Medium
STU106633,27,Male,72.65,16.13,76.33,65.81,0.0,65.05,2.05,64.24,51.8,-38.54,27.35,3.21,57.94,Medium,Medium
STU106634,29,Male,77.31,7.32,74.56,80.42,56.52,80.16,2.01,59.97,72.92,-9.15,22.69,9.96,69.7,Medium,High
STU106635,19,Female,68.93,5.92,50.33,57.15,39.43,45.72,1.76,29.78,48.16,-11.16,31.07,8.14,53.56,Low,Low
STU106636,19,Female,77.75,15.98,69.97,68.11,48.74,64.1,1.83,53.95,62.73,-12.62,22.25,3.93,63.84,Low,Medium
STU106637,19,Female,63.18,11.23,66.62,63.74,59.11,67.73,1.7,54.3,64.3,-1.76,36.82,5.73,59.6,Low,Medium
STU106638,28,Female,70.6,16.13,100.0,83.97,100.0,65.94,3.68,87.6,87.48,-9.02,29.4,5.42,83.32,High,High
STU106639,22,Female,100.0,15.04,75.2,74.27,82.21,84.81,2.79,81.53,79.12,8.77,0.0,5.26,83.51,Medium,High
STU106640,22,Female,47.77,1.53,45.06,43.44,64.19,53.61,1.79,58.34,51.58,14.65,52.23,33.71,49.07,Low,Medium
STU106641,18,Male,57.45,14.92,63.03,72.01,71.36,62.35,2.64,64.04,67.19,-0.67,42.55,4.5,64.03,Medium,Medium
STU106642,30,Male,83.13,14.45,81.7,85.37,64.77,73.59,2.36,66.47,76.36,-14.35,16.87,5.28,74.92,Medium,High
STU106643,23,Female,69.16,2.76,80.32,46.48,55.02,51.77,1.89,66.37,58.4,-10.0,30.84,21.16,59.4,Low,Medium
STU106644,28,Female,97.28,24.5,79.23,100.0,85.65,85.73,3.61,87.6,87.65,-3.93,2.72,3.58,91.06,High,High
STU106645,27,Male,85.21,25.4,87.75,68.28,88.19,78.26,3.19,82.93,80.62,5.21,14.79,3.17,81.82,High,High
STU106646,19,Female,75.27,16.36,72.23,45.35,58.83,79.38,3.25,66.47,63.95,10.31,24.73,3.91,70.81,High,Medium
STU106647,28,Male,68.72,18.25,64.78,78.65,60.76,73.5,1.89,70.4,69.42,-4.59,31.28,3.8,64.78,Low,Medium
STU106648,25,Male,58.09,11.58,48.46,51.56,56.69,34.49,1.97,40.34,47.8,-4.42,41.91,4.13,51.18,Low,Low
STU106649,25,Female,92.51,26.04,89.68,81.17,62.59,67.6,2.91,54.86,75.26,-20.33,7.49,2.89,79.93,Medium,High
STU106650,20,Male,100.0,23.28,87.78,100.0,100.0,89.76,3.39,87.76,94.38,0.99,0.0,4.05,94.14,High,High
STU106651,29,Female,78.35,29.93,79.48,83.49,100.0,81.01,3.62,93.49,86.0,9.02,21.65,2.87,84.6,High,High
STU106652,30,Female,64.76,14.38,71.94,50.3,48.35,62.67,2.36,47.59,58.32,-5.61,35.24,4.06,60.39,Medium,Medium
STU106653,23,Female,68.25,5.63,46.76,53.21,48.33,52.44,1.92,44.3,50.18,0.4,31.75,8.91,55.16,Low,Medium
STU106654,19,Male,89.82,16.32,73.31,72.41,75.46,96.88,3.09,71.52,79.52,13.31,10.18,4.87,82.16,High,High
STU106655,29,Female,76.08,15.59,71.21,58.71,75.22,80.02,1.8,74.39,71.29,12.66,23.92,4.57,67.47,Low,High
STU106656,29,Male,81.74,21.95,55.37,69.39,73.97,68.36,2.46,71.57,66.77,8.78,18.26,3.04,70.21,Medium,Medium
STU106657,24,Female,82.71,23.71,72.93,67.65,66.33,56.87,2.9,72.83,65.95,-8.69,17.29,2.78,72.29,Medium,Medium
STU106658,25,Male,74.55,18.93,87.18,66.33,69.93,66.82,2.89,65.52,72.56,-8.38,25.45,3.83,73.1,Medium,High
STU106659,20,Female,100.0,24.04,68.21,85.55,85.11,70.17,3.14,79.62,77.26,0.76,0.0,3.21,84.33,High,High
STU106660,18,Female,100.0,20.36,76.87,87.67,79.54,88.4,3.13,87.4,83.12,1.7,0.0,4.08,87.21,High,High
STU106661,30,Male,80.47,12.95,72.07,67.24,77.98,66.3,2.38,63.92,70.9,2.48,19.53,5.47,71.49,Medium,High
STU106662,24,Male,62.69,1.99,69.7,34.03,56.85,56.17,2.37,61.36,54.19,4.65,37.31,27.23,57.75,Medium,Medium
STU106663,21,Male,40.35,2.83,46.86,31.66,44.75,44.56,0.75,40.69,41.96,5.4,59.65,14.83,36.84,Low,Low
STU106664,27,Female,72.15,15.08,66.79,56.08,53.2,57.07,2.15,64.14,58.28,-6.3,27.85,3.86,61.54,Medium,Medium
STU106665,18,Female,65.79,18.01,75.85,69.84,58.41,57.86,1.93,61.79,65.49,-14.71,34.21,3.64,62.13,Low,Medium
STU106666,19,Female,78.35,17.32,78.06,66.08,67.92,89.83,2.78,60.82,75.47,6.81,21.65,4.36,75.14,Medium,High
STU106667,21,Female,77.81,18.94,59.19,47.4,58.98,61.52,1.59,53.06,56.77,6.95,22.19,3.0,59.68,Low,Medium
STU106668,23,Male,83.93,11.26,70.82,74.4,80.7,69.63,1.95,53.79,73.89,2.55,16.07,6.56,71.87,Low,High
STU106669,22,Female,69.86,28.36,79.03,79.96,71.28,72.18,2.9,57.76,75.61,-7.76,30.14,2.67,73.26,Medium,High
STU106670,20,Male,75.56,24.63,72.15,99.64,67.76,67.9,3.05,60.1,76.86,-18.06,24.44,3.12,76.35,High,High
STU106671,22,Female,86.42,19.96,55.89,55.09,49.5,77.48,2.29,69.84,59.49,8.0,13.58,2.98,67.12,Medium,Medium
STU106672,22,Male,100.0,25.42,89.25,86.82,79.84,77.16,2.52,79.99,83.27,-9.53,0.0,3.28,84.23,Medium,High
STU106673,24,Female,79.93,18.32,84.7,67.83,59.97,76.81,3.05,68.09,72.33,-7.88,20.07,3.95,75.39,High,High
STU106674,25,Male,78.89,10.65,74.53,55.01,74.73,58.87,2.18,61.5,65.78,2.03,21.11,6.18,67.46,Medium,Medium
STU106675,29,Male,68.79,7.91,68.15,57.46,66.99,79.41,2.62,64.14,68.0,10.39,31.21,8.6,67.74,Medium,Medium
STU106676,28,Male,85.57,22.07,80.42,67.9,85.73,72.86,2.82,82.24,76.73,5.14,14.43,3.48,78.14,Medium,High
STU106677,21,Female,71.32,14.98,68.91,74.01,75.0,61.5,2.21,65.32,69.86,-3.21,28.68,4.66,67.38,Medium,Medium
STU106678,29,Female,64.68,10.19,69.25,58.05,44.71,58.08,2.44,46.57,57.52,-12.26,35.32,5.64,60.36,Medium,Medium
STU106679,24,Male,96.88,21.22,70.58,79.87,87.25,78.86,3.38,86.21,79.14,7.83,3.12,3.73,85.53,High,High
STU106680,20,Male,89.27,17.17,80.06,96.69,81.34,93.6,2.79,73.64,87.92,-0.91,10.73,5.12,84.69,Medium,High
STU106681,22,Male,97.34,27.39,77.01,89.02,88.43,78.32,3.23,85.59,83.2,0.36,2.66,3.04,86.95,High,High
STU106682,27,Female,96.11,24.74,86.81,95.71,59.59,90.62,3.16,68.13,83.18,-16.15,3.89,3.36,86.22,High,High
STU106683,28,Female,100.0,31.73,100.0,94.93,81.45,83.23,3.75,70.96,89.9,-15.12,0.0,2.83,93.7,High,High
STU106684,22,Female,95.06,19.55,78.9,92.41,82.0,98.36,3.06,76.87,87.92,4.53,4.94,4.5,87.78,High,High
STU106685,20,Female,94.53,13.22,78.1,83.2,75.33,82.52,2.98,72.48,79.79,-1.73,5.47,6.04,83.15,Medium,High
STU106686,20,Male,80.95,11.79,72.61,56.26,49.73,73.89,2.81,54.63,63.12,-2.62,19.05,5.35,69.9,Medium,Medium
STU106687,19,Male,58.0,15.04,44.61,42.92,68.37,59.79,1.25,66.47,53.92,20.31,42.0,3.59,50.61,Low,Medium
STU106688,27,Female,80.37,14.55,70.4,70.87,80.78,73.45,2.53,66.42,73.88,6.48,19.63,5.08,73.7,Medium,High
STU106689,24,Female,80.51,24.94,69.32,76.32,87.44,77.41,3.19,73.53,77.62,9.61,19.49,3.11,78.91,High,High
STU106690,23,Male,74.29,20.43,73.39,56.31,82.94,61.14,2.17,73.51,68.44,7.19,25.71,3.35,67.36,Medium,Medium
STU106691,26,Female,57.44,0.02,51.55,56.34,50.28,45.56,2.52,52.15,50.93,-6.02,42.56,50.93,55.3,Medium,Medium
STU106692,28,Male,64.97,28.01,82.73,81.3,53.33,75.78,2.59,63.24,73.28,-17.46,35.03,2.62,69.08,Medium,High
STU106693,28,Male,80.93,18.45,71.66,90.83,80.42,84.8,2.77,70.16,81.93,1.36,19.07,4.44,79.09,Medium,High
STU106694,19,Male,58.19,15.3,59.95,51.54,50.52,68.49,1.44,46.29,57.62,3.76,41.81,3.77,53.47,Low,Medium
STU106695,25,Female,84.56,14.57,70.37,80.4,67.74,68.86,2.47,55.27,71.84,-7.09,15.44,4.93,73.64,Medium,High
STU106696,29,Female,87.88,20.71,88.75,70.93,81.95,90.63,3.33,64.39,83.06,6.45,12.12,4.01,84.54,High,High
STU106697,28,Female,100.0,26.46,79.21,83.47,76.25,81.1,3.78,73.78,80.01,-2.67,0.0,3.02,88.9,High,High
STU106698,24,Female,95.87,17.75,81.37,100.0,82.66,92.53,3.13,78.74,89.14,-3.09,4.13,5.02,88.98,High,High
STU106699,23,Female,67.0,21.47,61.21,79.22,73.05,92.19,1.99,72.76,76.42,12.4,33.0,3.56,68.26,Low,High
STU106700,29,Male,68.45,12.2,66.54,67.44,61.85,68.05,2.43,68.53,65.97,-2.04,31.55,5.41,65.67,Medium,Medium
STU106701,18,Female,82.75,14.54,68.97,67.22,67.54,79.67,3.24,71.23,70.85,5.51,17.25,4.87,76.45,High,High
STU106702,24,Male,96.97,15.87,71.04,92.38,75.2,64.14,3.12,84.13,75.69,-12.04,3.03,4.77,82.54,High,High
